page_id,title,ns,section_count,image_count
5710,Kasanje,0,0,0
5711,Kasawo,0,0,0
5712,Kasenyi,0,0,0
5713,Kasese,0,0,0
5714,Kassanda,0,0,0
5715,Katakwi,0,0,0
5716,Katalemwa,0,0,0
5717,Katuna,0,0,0
5718,Katunguru,0,0,0
5719,"Katunguru, Yuganda",0,0,0
5720,Kawanda,0,0,0
5721,Kayunga,0,0,0
5722,Kazo,0,0,0
5723,"Kazo, Yuganda",0,0,0
5724,Kilembe,0,0,0
5725,"Kilembe, Yuganda",0,0,0
5726,Kitamilo,0,0,0
5727,Kibaale,0,0,0
5728,Kibimba,0,0,0
5729,Kibingo,0,0,0
5730,"Kibingo, Yuganda",0,0,0
5731,"Kibingo, Kenya",0,0,0
5732,Kiboga,0,0,0
5733,Kibuku,0,0,0
5734,Kibulala,0,0,0
5735,"Kibulala, Hoima",0,0,0
5736,"Kibulala, Ssingo",0,0,0
5737,Kigulu,0,0,0
5738,"Kigulu, Kira",0,0,0
5739,"Kigulu, Wakiso",0,0,0
5740,"Kira, Yuganda",0,0,0
5741,Kira Town,0,0,0
5742,Kira,0,0,0
5743,Kitagata,0,0,0
5744,"Kitagata, Yuganda",0,0,0
5745,Kisubi,0,0,0
5746,Kisozi,0,0,0
5747,Kisoro,0,0,0
5748,Kisoga,0,0,0
5749,"Kisoga, Gomba",0,0,0
5750,"Kisoga, Mukono",0,0,0
5751,Kisiizi,0,0,0
5752,Kisizi,0,0,0
5753,Kiryandongo,0,0,0
5754,Kiruhura,0,0,0
5755,Kirinnya,0,0,0
5756,Kireka,0,0,0
5757,Kimwanyi,0,0,0
5758,Kimaka,0,0,0
5759,Kigumba,0,0,0
5760,Kihiihi,0,0,0
5761,Kihihi,0,0,0
5762,Kijura,0,0,0
5763,Kikagati,0,0,0
5764,Kikorongo,0,0,0
5765,Kikorongo Junctiom,0,0,0
5766,User:Doc James/Open Textbook of Medicine,2,0,13
5767,Category:User en-3,14,0,0
5770,Category:User de,14,0,0
5771,Category:User de-1,14,0,0
5772,Category:Disambig,14,0,0
5773,Wikipedia:Abateesiteesi/Apipo1907,4,4,0
5774,Wikipedya:Abateesiteesi/Apipo1907,0,0,0
5775,Template:U,10,0,0
5776,Category:Afirika,14,0,0
5777,Porto-Novo,0,0,2
5778,Liberia,0,0,0
5779,MANGADA,0,0,0
5780,OKUKUNGANYA AMAZZI G'ENKUBA,0,0,0
5781,User talk:Apipo1907,3,1,0
5782,User:G(x)-former,2,0,0
5783,User talk:G(x)-former,3,0,0
5784,User talk:Ercé,3,0,0
5785,User:Reder,2,0,0
5786,Kraków,0,3,3
5787,Category:USA,14,0,0
5788,Baltic Sea,0,2,1
5789,Black Sea,0,2,1
5790,Mediterranean Sea,0,2,1
5791,Category:Asia,14,0,0
5792,Category:Sea,14,0,0
5793,Estonia,0,1,1
5794,Category:Estonia,14,0,0
5796,MediaWiki:Deletereason-dropdown,8,0,0
5797,Sea of Azov,0,2,1
5798,Category:Nepal,14,0,0
5799,Łódź,0,3,3
5800,Trindade,0,1,3
5801,Belarus,0,3,1
5802,Category:Belarus,14,0,0
5805,Latvia,0,3,1
5807,North America,0,3,2
5808,Category:North America,14,0,0
5809,Category:Latvia,14,0,0
5810,Asia,0,4,1
5811,Category:Chile,14,0,0
5812,Category:South America,14,0,0
5813,South America,0,4,2
5814,Australia (ssemazinga),0,3,2
5815,Category:Australia,14,0,0
5816,Wikipedia:Stub,4,0,0
5817,User talk:169.244.25.226,3,0,0
5819,Australia (continent),0,0,0
5820,Florence Kasumba,0,0,1
5821,Gaetano Kagwa,0,0,0
5826,Emizannyo gy'Abaganda,0,0,0
5827,User:Kizito Ratasha,2,0,0
5828,User talk:Ssemmanda will,3,0,0
5829,User talk:ANAKYAGA,3,0,0
5830,User:Ssemmanda will,2,0,0
5831,Okucaafuwaza Amazzi,0,3,0
5832,User talk:Kizito Ratasha,3,0,0
5833,Ennima ey'obutonde,0,4,0
5834,"Makerere University, Uganda",0,1,0
5835,Ttiimu y’omupiira eya Kampala City Council Football Club,0,2,0
5836,Amaanyi,0,9,0
5837,User:Ssemakula simonz,2,0,0
5838,Category:Ekibalangulo,14,0,0
5840,Force,0,0,0
5841,Energy,0,0,0
5842,Mass,0,0,0
5843,Nabuzimbe,0,0,0
5844,Motion (physics),0,0,0
5845,Ebyobuziba,0,0,0
5846,Ebyobuzimbe,0,0,0
5847,Ekibalirizo,0,0,0
5848,Geometry,0,0,0
5851,Empalirizo,0,0,0
5852,Okuva (Motion),0,0,0
5853,Obuwangaaliro( Environment),0,0,0
5854,Ekiwangaaliro (Habitat),0,0,0
5855,Ekinonoozo (Engineering),0,0,0
5856,Omunonooza(engineer),0,0,0
5857,Ekitambuzo(Mechanics),0,0,0
5858,Ensengekera (System),0,0,0
5859,Ekigereeso (Theory),0,0,0
5860,Entunnunsi,0,0,0
5861,ETTAMIIRO,0,0,0
5862,ENNYANGUYIRIZI(MACHINE),0,0,0
5863,Omulengera (the Mind),0,0,0
5864,Essoma-(-logy)words,0,0,0
5865,Ebyamalimiro,0,0,0
5866,Essomabuzaale,0,0,0
5867,Essomabiramu,0,0,0
5869,Empalirizo(Force),0,0,0
5870,Okuva,0,0,0
5871,Ekibalangulo (Mathematics),0,0,0
5872,Ekizimba,0,0,0
5873,EKIDDUKANO,0,0,0
5874,OMUTIMA OKULEMERERWA,0,0,0
5875,Ebika bya namba,0,0,0
5876,Emisingi gya Namba,0,0,0
5877,Emigereko,0,0,0
5878,Okunambulula,0,0,0
5879,Nambuluzo,0,0,0
5880,Enkubise,0,0,0
5881,Ekitondeko,0,0,0
5882,Ennyingo,0,0,0
5883,Enkyusibwo,0,0,0
5884,Nakyenkanyampuyi ne Nakyekubira,0,0,0
5885,Musikisa/Okusikiza,0,0,0
5886,Okuwendowaza,0,0,0
5887,Okusonjola,0,0,0
5888,Ekikunizo,0,0,0
5889,Mpuyinnyingi,0,0,0
5890,Mpuyinnya,0,0,0
5891,Essomampuyisatu (Trigonometry),0,0,0
5892,Eppeto,0,0,0
5893,Eppetero,0,0,0
5894,Obuufu oba Obuyitiro,0,0,0
5895,Kalonda ne Kalondomusengeke,0,0,0
5896,Okukunuukiriza n'Okuzingako namba,0,0,0
5897,Emikwanaganyo n'Emikwataganyo,0,0,0
5898,Ekibazamukisa,0,0,0
5899,Ebisengeko,0,0,0
5900,Ekifunza,0,0,0
5901,Endwadde z'Ekikaba,0,0,0
5902,Omwenkanonkano,0,0,0
5903,Kandika,0,0,0
5904,Obulwadde bwa Hernia,0,0,0
5905,Amambulugga,0,0,0
5906,Okufuukuuka omubiri,0,0,0
5907,Okuyimbulukuka,0,0,0
5908,Okutya,0,0,0
5909,Ebigendererwa by’ensi eby’enkulakulana,0,0,0
5910,Kandida,0,0,0
5911,Enkulaakulana eyannamaddala,0,1,0
5912,Okutana,0,3,0
5913,Eddembe ly'okweyogerera,0,2,0
5914,Omusujja gw’omu byenda,0,4,0
5915,Ebiramu eby’enjawulo,0,3,0
5916,Okukendeeza ku katyabaga k’ebigwawo nnamuzisa,0,10,0
5917,Obunyukufu(Literacy),0,0,0
5925,SIKO SEERO,0,0,0
5926,Ebyobugagga ebyobutonde,0,0,0
5927,Ebika by’ettaka,0,3,0
5928,EBYOBUGAGGA BY'OMU TTAKA N'ENKULAAKULANA GYE BIREETA,0,2,0
5929,Engeri ebintu ebiramu gye byebeezaawo,0,3,0
5930,Amaanyi g’Enjuba,0,3,0
5931,OBUYONJO,0,6,0
5932,Obuwangwa,0,2,0
5933,Olujegere n’ekitimba ky’emmere,0,0,0
5934,Obulimi obuyimirizikawo,0,0,0
5935,Omupango(Strategy),0,0,0
5937,Bwenyibungi=Feesinnyingi(Polyhedron),0,0,0
5939,Omubalanguzi(mathematician),0,0,0
5940,Okubalangula(to calculate),0,0,0
5941,Namunigina (units),0,0,0
5942,Empimo oba Empima(Dimensions),0,0,0
5943,Ebinnyonnyozo by'essomampimo (Geometrical properties),0,0,0
5944,Ensibuko y'Ebikula(the origin of species),0,0,0
5945,Ekyelongooserezo ky'Ebiramu(the evolution of life),0,0,0
5947,Obuziizi(Nucleus),0,0,0
5948,Obutoffaali(Particles),0,0,0
5950,Enzimbulukusa(Microscope),0,0,0
5951,Ennengeza(Telescope),0,0,0
5953,Emisinde n'Engenda(Seed and Velocity),0,0,0
5954,Okutebenta n'okutolontoka(acceleration and Momentum),0,0,0
5955,Okufumuuka n'Okutondowala (Evaporation and condensation),0,0,0
5956,Oluganda Olubalanguzi(Mathematical Luganda),0,0,0
5957,EKYOKI (LASER),0,0,0
5958,EKYOKIRA (LASER),0,0,0
5959,EKIKENGO(RADAR),0,0,0
5960,Embu z'Ensolo(Categories of animals),0,0,0
5961,Oluyengo(Radiation),0,0,0
5962,Olubumbulukuko(Radioactivity),0,0,0
5963,Kalonda w'Obutonde(Natural phenomena),0,0,0
5964,Obuzimbe bw'Ensi(the structure of the earth),0,0,0
5965,Semayanja ne Waluyanja(Oceons and Seas),0,0,0
5966,Ebipimo ebyeyunira amakkati(Measures of centeral tendency),0,0,0
5967,Kibalirampuyibbiri(Integers),0,0,0
5968,Okwetta,0,0,0
5969,Enziku,0,0,0
5971,Ebitontome bya Charles Muwanga ebya Sayansi,0,0,0
5972,Amasoboza mu Mubiri (Energy in the body),0,0,0
5973,Obwenkanyi mu mbeerabantu,0,0,0
5974,Ebyenfuna ebitoonoona butonde bwansi,0,0,0
5975,Okukola ebintu ebipya okuva mu birala,0,0,0
5976,Olukusense,0,0,0
5977,Amateeka agafuga Empandiika y'Oluganda,0,1,0
5978,Ebikolwa,0,1,0
5979,Okuggyamu olubuto,0,0,0
5980,Embu z'Ebigambo,0,1,0
5981,Okuwangaala mu Luganda,0,1,0
5982,Walifu y'Oluganda,0,1,0
5983,Enzijanjaba y'Olukusense,0,1,0
5984,Ekikuubagano(Fiction),0,0,0
5985,Ekikuubagano(Friction),0,0,0
5987,Ekitambuzo n'Okuva(Mechanics and Motion),0,0,0
5988,Nabuzimbe(Matter),0,0,0
5989,Obuzimbe bw'Akaziba (the structure of the atom),0,0,0
5990,Akaziba ka ayidologyeni (hydrogen atom),0,0,0
5997,User:ANAKYAGA,2,0,0
6001,Ensenke,0,0,0
6002,Eddagala erigema endwadde ya kkolera,0,0,0
6003,Obulwadde bw'Ennyingo (Arthritis),0,0,0
6004,Okulya ekisusse,0,3,0
6005,Obulwadde bw'Entunnunsi,0,1,0
6006,Obulwadde bw'Okwebaka,0,1,0
6007,Eddagala erigema Amambulugga,0,2,0
6008,Ekitooke,0,5,0
6009,EkkyO (IQ),0,0,0
6010,Enkalala z'emiramwa gy'Ekibalangulo,0,0,0
6011,Enkyusabuziba(chemicals or chemical susbstances),0,0,0
6012,Ebbombo nga Eddagala,0,3,0
6013,Obuziba(atoms),0,0,0
6014,Ekisannyalazo(Charge),0,0,0
6015,Okwekwasawaza (bonding),0,0,0
6016,Obusannyalazo(Electrons),0,0,0
6017,Obukontanyo(Protons),0,0,0
6018,Nampawengwa(neutron),0,0,0
6019,Molekyo,0,0,0
6020,Endagakintu eyamatenkane(Isotope),0,0,0
6021,Vatomu(ion),0,0,0
6022,Ekiyayaano (valency),0,0,0
6023,Ebipooli eby'enkyusabuziba (Chemical compounds),0,0,0
6024,Omusujja gw'Enkaka,0,0,0
6025,Endwadde y'okusiiyibwa amaaso,0,0,0
6026,Ekirwadde kya Cholera,0,4,0
6027,Omusujja gwa Typhoid,0,3,0
6028,Ekizibu ky'Okwerabira,0,4,0
6029,Kaboni (Carbon),0,0,0
6030,Ennetoloola ya Kaboni (the Carbon Cycle),0,0,0
6031,Nampewo (the atmosphere),0,0,0
6032,Ensengekera ya kitegabbugumu(The greenhouse system),0,0,0
6033,Olubuguumiriro lw'Enkulungo y'Ensi,0,0,0
6034,Ggaasi ezitega ebbugumu (Greenhouse gases),0,0,0
6035,Ekiyumba ekigerere(the Greenhouse),0,0,0
6037,Obuwangaaliro obw'Obutonde(the natural environment),0,0,0
6038,Namunigina z'entababutonde(Ecological units),0,0,0
6039,Entababutonde,0,0,0
6040,Ensengekera z'entababutonde(Ecological systems),0,0,0
6041,Entababiramu (Biomes),0,0,0
6042,Ebiwangaaliro (Habitats),0,0,0
6043,Entababimira (vegetation),0,0,0
6044,Obusangiro bw'ebiramu mu Nampewo(Biosphere),0,0,0
6045,Omuteeko/Entuumo y'ebiramu(Biomass),0,0,0
6046,Obunnyowavu (Salinity),0,0,0
6047,Entababimera(Biomes),0,0,0
6048,Lwaki Tukuuma Obuwangaaliro bwaffe(Why we should Protetct our Emvironment),0,0,0
6049,Obulamu obw'Enjawulo (Biodiversity),0,0,0
6050,Tekinologiya w'Abaganda Abedda(Technology used by the ancient Baganda),0,0,0
6051,Ekitondekamaanyi (Engine),0,0,0
6052,Ensengekera z'Omubiri (Body Systems),0,0,0
6060,Entabaganya (Society),0,0,0
6062,Empalirizo z'Entondeka y'Ebikole(The Forces of Production),0,0,0
6064,Obutaffaali bw'Omubiri (Body cells),0,0,0
6065,Ekikula(species),0,0,0
6066,Ensengekera z'entabaganyi(Social systems),0,0,0
6067,Sebuzimbe (the Superstructure),0,0,0
6068,Omusingi gw'Ebyenfuna(The Economic Base),0,0,0
6069,Ebyobufuna bya Buganda eyedda(the Political economy of precolonial Uganda),0,0,0
6070,Endagamuwendo (digits),0,0,0
6071,Zeero (Ziro),0,0,0
6072,Namba za Kibazo(cardinal numbers),0,0,0
6073,Namba ez'endagakifo,0,0,0
6074,Namba eya Ndagalinnya(nominal number),0,0,0
6075,Namba enzijuvu ne Kibalirampuyibbiri(Whole numbers and integers),0,0,0
6076,Namba ez'Obutonde(natural numbers),0,0,0
6077,Namba za Kyegabanya(Even numbers),0,0,0
6078,Namba eza Kigaanira(Odd numbers),0,0,0
6079,Emikutule (Fractions),0,0,0
6080,Namba ez'Omugerageranyo(Rational NUmbers),0,0,0
6081,Namba ezitali za mugerageranyo(Irrational numbers),0,0,0
6082,User:Mugunga john,2,0,0
6083,Namba zennyini (Real numbers),0,0,0
6084,Namba ez'omuteeberezo(imaginery numbers),0,0,0
6085,Namba enzibuwavu(Complex numbers),0,0,0
6086,Okusengeka namba (Ordering numbers),0,0,0
6087,Omuwendo gw'ekifo(Place Value),0,0,0
6088,St. Anthonys Secondary School Kayunga,0,0,0
6090,Obuwakatirwa,0,2,0
6091,Nakongezakikolwa,0,4,0
6092,User:Sharon Jolly,2,0,0
6093,Ekigerageranyo (Rate),0,0,0
6094,Kyanamukaaka,0,5,0
6095,Omugerageranyo(Ratio),0,0,0
6096,Emigendanyo(Proportions),0,0,0
6097,Nakasigirwa,0,10,0
6098,LWENGO ETTENDEKERO LYEBYEMIKONO,0,0,0
6099,"Bawala ba Maria, Bannabikira bwanda",0,6,0
6100,Nakongezalinnya,0,10,0
6101,Akatale ke Rugombe,0,0,0
6102,Lwengo District,0,1,0
6103,User:Kiiza olive,2,0,0
6104,User:Kabareebe Julius,2,1,0
6107,Ensonga z'Entondeka y'Ebikole (Factors of Production),0,0,0
6116,Okubala,0,0,0
6117,Ensengeka edda waggulu,0,0,0
6118,Ensengeka ekka wansi,0,0,0
6119,Emisimba,0,0,0
6120,Ensekkati,0,0,0
6121,Ensinga,0,0,0
6122,Enjawuzo,0,0,0
6123,Omugeranyo=Ekigero,0,0,0
6124,Nnamusuna,0,3,0
6125,Okubuzibwabuzibwa mu langi,0,0,0
6126,Okubeera olubuto,0,4,0
6127,Okugenda mu nsonga,0,1,0
6128,Okukoma okuzaala,0,0,0
6129,Omusujja gw'ensiri,0,0,0
6130,Kokeyini,0,0,0
6131,Eddagala erigema omusujja gw’Omu byenda,0,1,0
6132,Endwadde ya scurvy,0,1,0
6133,Enkola ez'ekizaalaggumba,0,1,0
6134,Kookolo w'amawuggwe,0,0,0
6135,Kookolo w'Ekibumba,0,2,0
6136,Obulwadde bw'Akafuba,0,0,0
6137,Mukenenya,0,0,0
6138,Eddagala ly'Okulumwa Omutwe,0,4,0
6140,User:COWO Kasswa Zinda ESD Village,2,0,0
6141,User talk:COWO Kasswa Zinda ESD Village,3,0,0
6142,Ebiseera,0,7,0
6143,EMPEEKERA NNAKONGEZAKIKOLWA,0,5,0
6144,Ensaalu,0,2,1
6145,Okukola ebyoto,0,4,0
6146,Okwefumiitiriza(Critical thinking),0,0,0
6147,Empisa ez'Obuntu(Morals),0,0,0
6148,Okutendeka Obukulembeze mu Baana baffe (Inculcating Leareship in Children),0,0,0
6149,Okwekuuma,0,0,0
6150,OKUBULWA OTULO,0,0,0
6151,OKUYONSA,0,0,0
6152,SIKAAVE,0,0,0
6153,EBISOKO,0,0,0
6154,ENGERO ZA BUGANDA,0,0,0
6155,"Emmanuel College Kazo, Kampala",0,0,0
6156,Ekika ky'Empeewo,0,0,0
6157,EMPUMUMPU,0,0,0
6158,Omuntu kalimagezi(Intelligent man),0,0,0
6159,Obwakalimagezi,0,0,0
6160,Engerekera,0,0,0
6161,Muntunsolo ya byanfuna(homo economicus),0,0,0
6162,Muntunsolo entabaganyi(homo sociologicus),0,0,0
6163,Muntunsolo ey'ebyobufuzi(Homo politicus),0,0,0
6164,Embeera z'Obuntu(Human emotions),0,0,0
6165,Okwagala(Love),0,0,0
6166,Obunakuwavu(Sadness),0,0,0
6167,Okutya (fear),0,0,0
6168,Okubugaana okunyumirwa(Pleasure),0,0,0
6169,Okwewuunya(Wonder),0,0,0
6170,Okunyiiga(anger),0,0,0
6171,Okokwekubira(Prejudice),0,0,0
6172,Okwekubira(Prejudice),0,0,0
6173,Okwekubagiza(Self pity),0,0,0
6174,Okwennyika (Depression),0,0,0
6175,Okwegulumiza(Pride),0,0,0
6176,Obujja (Jealousy),0,0,0
6177,Ensaalwa(Envy),0,0,0
6178,Okuggwamu amaanyi(Discouragement),0,0,0
6179,Obuswavu(Shame),0,0,0
6180,Obubuguumirivu(enthusiasm),0,0,0
6181,Ennyiike (too much sadness),0,0,0
6182,Obunakuwavu(sadness),0,0,0
6183,Okunyumirwa nga abalala bali mu bulumi oba mu bunakuwavu(Sadism),0,0,0
6184,Embeera y'okwolekera akatyabaga(Vulnarability),0,0,0
6185,Embeera ey'ebirowoozo,0,0,0
6186,Embeera z'obuntu embi(Bad emotions),0,0,0
6187,Omuzira ow'entiisa (Tragic Hero),0,0,0
6188,Okufuga embeera z'Obuntu(Controling human emotions),0,0,0
6189,Amasomo ga sayansi(Scientific fields of study),0,0,0
6190,Essikirizo (Gravity),0,0,0
6191,Empalirizo z'Obuziba(Atomic forces),0,0,0
6192,Empalirizo z'Obuziizi(Nuclear forces),0,0,0
6193,Ennyanguyirizi ezisookerwako(Basic Machines),0,0,0
6194,Ekitendero ekyewunzifu(Inclined Plane),0,0,0
6195,Enjuziso (Wedge),0,0,0
6196,Ensuubo(levers),0,0,0
6197,Namuziga n'Ekikono(Wheel and Axle),0,0,0
6198,Ebiwangagano(Gears),0,0,0
6199,Engozo n'Engolo(Cams and Cranks),0,0,0
6200,Ensikiso (Pulleys),0,0,0
6201,Kalinjola (Screw),0,0,0
6202,Ekigaaniro (Inertia),0,0,0
6203,Seppulingi (Spring),0,0,0
6204,Labbabbandi(Rubberband),0,0,0
6205,Nayitogyeni(Nitrogen),0,0,0
6206,Okisigyeni(Oxygen),0,0,0
6207,Sodiyamu(Sodium),0,0,0
6208,Aluminiyamu,0,0,0
6209,Sirikooni(Siricon),0,0,0
6210,Salufa (Sulphur),0,0,0
6211,Kololiini,0,0,0
6212,Kalusiyaamu (Calcium),0,0,0
6213,Kkalwe (Iron),0,0,0
6214,Kkopa (Copper),0,0,0
6215,Ttino (Tin),0,0,0
6216,Zzaabu,0,0,0
6217,Makyule (Mercury),0,0,0
6218,Ekikulembero (Lead),0,0,0
6219,Yulaniyaamu (Uranium),0,0,0
6220,Matiiriyo (material),0,0,0
6221,Emigattiko( Mixtures),0,0,0
6222,"Enkyusabuzuba (Chemicals, Pure susbstances)",0,0,0
6223,Ekikyusabuziba (Chemical reaction),0,0,0
6224,Enkwaso (Chemical bond),0,0,0
6225,Enkyukakyuka ez'Obuziba(Chemical change),0,0,0
6226,Empakiso (Sperm),0,0,0
6227,Obuwakiso (Pollen),0,0,0
6228,Empugiso (Semen),0,0,0
6229,Nakimuli (Female part of a flower),0,0,0
6230,Sekimuli (male parts of a fllower),0,0,0
6231,Mulowooza(Cerebrum ),0,0,0
6232,Mukwanaganya(Cerebellum),0,0,0
6233,Ebitontome bya Charles Muwanga Ebya Sayansi(Charles Muwanga's Poems of Science),0,0,0
6235,Omugobansonga (Dialectician),0,0,0
6236,Emigendano egya Kifuulannenge(Inverse proprotions),0,0,0
6237,Ekibalirizo (Arithmetic),0,0,0
6238,Nambiso ne Namba (Numerals and numbers),0,0,0
6239,Namba (Numbers),0,0,0
6240,Ekikyusatomu (atomic reaction),0,0,0
6241,Entikko ey'Okumerenguka (Melting Point),0,0,0
6242,Tempulikya ey'ekitondowalo(Condensation Temperature),0,0,0
6244,Sempeke (Crystals),0,0,0
6245,Ebikulukusi (Liquids),0,0,0
6246,Mpekemu (Monocotyledon),0,0,0
6247,Mpekebbiri (Dicotyledon),0,0,0
6248,Mukuumansigo (Ovary),0,0,0
6249,Mufuukansigo (Ovules),0,0,0
6250,Omukka (Ggaasi),0,0,0
6251,Ejjengerero (Plasma),0,0,0
6252,Oluzira (Bose Einstein),0,0,0
6253,Ekitondowalo = Okutondowala (Condensation),0,0,0
6254,Seng'endo (Heavenly Bodies),0,0,0
6255,Empalirizo esikira mu makkati(Centripetal force),0,0,0
6256,Empalirizo eviira amakkati(Centrifugal force),0,0,0
6258,Enkulungo y'Ensi (The Planet Earth),0,0,0
6259,Ekibulungulo,0,0,0
6260,Ebyuma (Metals),0,0,0
6261,Dimiti Mandeevu,0,0,0
6262,Endagakintu ez'enkyusabuziba(Chemical elements),0,0,0
6264,Antimoni (Antimony),0,0,0
6265,Agoni (Argon),0,0,0
6266,Aseniki (Arsenic),0,0,0
6267,Asitatayini,0,0,0
6268,Bariyaamu(Barium),0,0,0
6269,Bbolomayini (Bromine),0,0,0
6270,Kadimiyaamu(Cadmium),0,0,0
6271,Seriyaamu (Cerium),0,0,0
6272,Seziyaamu (Cesium),0,0,0
6273,Kolomiyaamu(Chromium),0,0,0
6274,Desipolosiyaamu(Dysprosium),0,0,0
6275,Fololiini,0,0,0
6276,Keriyaamu (Herium),0,0,0
6277,Kitondekamazzi,0,0,0
6278,Ayodiini (Iodine),0,0,0
6279,Yirediyaamu (Irdium),0,0,0
6280,Keriputooni (Crypton),0,0,0
6281,Lantanaamu(Lanthanum),0,0,0
6283,Kalooli Ddawano (Charles Darwin ),0,0,0
6284,Payisoggolaasi,0,0,0
6285,Yisaaka Netoni,0,0,0
6286,Alubbaati Ansitayini,0,0,0
6288,Emiramwa egisookerwako mu Luganda Olwa Sayansi,0,0,0
6290,Emirandira gy'enamba,0,0,0
6291,Okwebiriga n'Okwesatuza namba,0,0,0
6292,Olukoloboze lw'ennamba,0,0,0
6293,Kyesatuza,0,0,0
6294,Kyebiriga (square),0,0,0
6296,Ensoggo,0,0,0
6297,Ekigulumiro,0,0,0
6298,Ekitendero,0,0,0
6299,Entoloovu = Enkula ennetoloovu,0,0,0
6300,Ettoloovu =Ekkubo eryetoloovu,0,0,0
6301,"Enkulungo=Enkula ennekulungirivu(Sphere, Planet)",0,0,0
6302,Kyesimba (Rectangle),0,0,0
6303,Enkoloboze ezigendagana(parallel lines),0,0,0
6304,Enkoloboze eza kapendikyula(Perpendikyula lines),0,0,0
6305,Akatonnyeze (Point),0,0,0
6306,Mpuyittaano(Pentagon),0,0,0
6307,Mpuyimukaaga(Hexagon),0,0,0
6308,Mpuyimusanvu (heptagon),0,0,0
6309,Mpuyimunaana(Octagon),0,0,0
6310,Mpuyimwenda(Nenagon),0,0,0
6311,Mpuyikkumi (Decagon),0,0,0
6312,Obubangirivu (Volume),0,0,0
6313,Obwagaagavu (Area),0,0,0
6323,Obukwafu n'Obukwafuwavu,0,0,0
6324,Empalirizo esukuma ekitengejjeso waggulu,0,0,0
6325,Ekitengejjo,0,0,0
6326,Okufuma n'Okutalagga,0,0,0
6327,Ekigugubiro,0,0,0
6328,Ebigugubizi,0,0,0
6329,Amasannyalaze ag'entagenda,0,0,0
6330,Ekisannyalazo,0,0,0
6331,Nansannyalaze,0,0,0
6332,User talk:197.157.0.23,3,0,0
6333,Luyiika,0,0,0
6334,Nanzitoya (Kiroggulaamu),0,0,0
6335,Senzito,0,0,0
6336,Enzito,0,0,0
6337,Ttani =Senzito (Metric Ton),0,0,0
6338,Nang'endo,0,0,0
6339,Nabwoki (Keruvin),0,0,0
6340,Nabudde,0,0,0
6341,Ekirandizo,0,0,0
6342,Ekibulukusi,0,0,0
6343,OLubugumu = Oluyengo,0,0,0
6344,Amasoboza ag'amasannyalaze,0,0,0
6345,Nabbirye w'Ekitangaala,0,0,0
6346,Amayengo g'Omugendo gw'amasannyalaze n'Ebyebulungulo bya magineeti,0,0,0
6347,Kkala z'Ekitangaala,0,0,0
6348,Ekitangaala ekirabika,0,0,0
6349,Amayengo,0,0,0
6350,Kawereege,0,0,0
6351,Ekinyigirizo,0,0,0
6352,Ekikkatiro,0,0,0
6353,Ebinanuuko,0,0,0
6354,Olunanuuko(Lastic),0,0,0
6355,Emiramwa egyekuusiza ku kuva kw'ebintu,0,0,0
6357,Bassekalowooleza ne Bannakalowooleza ba Buganda abedda,0,0,0
6358,Sayansi w'Ebyamalimiro,0,0,0
6359,Ebitangattiso,0,0,0
6360,Ensengekera z'Ebitangattiso,0,0,0
6361,Ebyetaagisa okukuza ebirime,0,0,0
6362,Ebitundu by'Ekimera,0,0,0
6363,Ekimuli,0,0,0
6364,Ekikoola,0,0,0
6365,Emirandira gy'ebimera,0,0,0
6366,Enduli oba enkolo,0,0,0
6367,Obulamu obusirikitu,0,0,0
6368,Obulamu Obusirikitu obw'omugaso,0,0,0
6369,Obulamu Obusirikitu obw'obulabe,0,0,0
6370,Bakitiiriya,0,0,0
6371,Polotozoowa,0,0,0
6372,Olufungi,0,0,0
6373,Olutiko,0,0,0
6374,Obwoyooya,0,0,0
6375,Vayiraasi (Virus)),0,0,0
6376,Ebyobugagga obw'ensibo,0,0,0
6377,Ensngekera y'Ekitegabbugumu (the Greenhouse system),0,0,0
6378,Ensengekera y'Ekitegabbugumu,0,0,0
6379,Ekiteggabbugumu ekisukkulumu,0,0,0
6380,Ekitegabbugumu ekisukkulumu(the Greenhouse effect),0,0,0
6381,Okugatta mu bugalamivu(adding holizontally),0,0,0
6382,Okugatta mu busimba (Vertical addition),0,0,0
6383,Emisengeko n'Enziring'anya ya namba (Patterns and sequencing of numbers),0,0,0
6384,Essomampimo (Geometry),0,0,0
6385,Eggereeso lya Payisoggolaasi (the Pythogorean Theorem),0,0,0
6386,Essomankula ennetoloovu,0,0,0
6387,Enkola z'Omulengera (the Mental processes),0,0,0
6389,Finola Hughes,0,0,0
6390,Senkuluze (Encyclopeadia),0,0,0
6391,Entabaganya y'abayivu(Academia),0,0,0
6392,Akataffaali,0,0,0
6393,Atomu = Akaziba (atom),0,0,0
6394,Obuzimbe bwa atomu (the atomic structure),0,0,0
6395,Atomu enzigumivu n'ezitali nzigumivu(Stable and unstable atoms),0,0,0
6397,Omuntu,0,0,0
6398,Omuyivu oba Omuyivuwavu(Learned person or Intellectual?),0,0,0
6399,Ebikolwa ebigerekere(Instinctive acts),0,0,0
6400,Bakakensa ba Buganda abedda (the Scientists and Philosophers of ancient Buganda,0,0,0
6401,Essomabutaffaali(Cell Biology),0,0,0
6402,Obukwafuwavu(Density),0,0,0
6403,Ebirwaza(Diseases),0,0,0
6404,Ebyobuwangwa (Culture),0,0,0
